	OverallCond	RoofMatl	Exterior1st	Exterior2nd	MasVnrType	ExterQual	ExterCond	Heating	HeatingQC	CentralAir	Electrical	KitchenQual	Functional	Fireplaces	GarageQual	GarageCond	Utilities	SalePrice
481	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	374000
482	8	CompShg	Stucco	Stucco	None	2	4	GasA	0	1	SBrkr	0	3	1	1	1	0	155000
483	5	CompShg	VinylSd	VinylSd	BrkFace	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	164000
484	7	CompShg	HdBoard	Plywood	None	3	2	GasA	2	1	SBrkr	2	6	0	4	4	0	132500
485	7	CompShg	MetalSd	MetalSd	None	2	4	GasA	2	1	SBrkr	2	6	1	4	4	0	147000
486	7	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	156000
487	6	CompShg	Plywood	Plywood	None	3	4	GasA	2	1	SBrkr	3	6	1	4	4	0	175000
488	4	CompShg	Wd Sdng	Wd Sdng	None	3	1	GasA	4	0	FuseA	3	4	1	4	1	0	160000
489	8	CompShg	CemntBd	CmentBd	None	3	2	GasA	4	1	SBrkr	2	6	0	4	4	0	86000
490	6	CompShg	CemntBd	CmentBd	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	115000
491	7	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	FuseA	1	6	2	4	4	0	133000
492	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	2	1	SBrkr	3	6	0	4	4	0	172785
493	6	CompShg	BrkFace	Wd Sdng	None	3	4	GasA	4	1	FuseA	3	6	1	4	4	0	155000
494	8	CompShg	MetalSd	MetalSd	None	3	4	GasA	2	1	FuseA	3	6	0	4	4	0	91300
496	5	CompShg	BrkFace	BrkFace	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	430000
497	6	CompShg	Wd Sdng	Wd Sdng	None	3	2	GasA	0	1	SBrkr	3	6	0	4	4	0	184000
498	7	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	130000
499	7	CompShg	MetalSd	MetalSd	None	3	4	GasA	1	1	SBrkr	3	6	0	4	4	0	120000
500	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	113000
501	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	2	1	SBrkr	2	6	0	4	4	0	226700
502	7	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	3	6	0	1	1	0	140000
503	8	CompShg	BrkFace	Wd Sdng	None	3	4	GasA	4	1	SBrkr	3	6	2	4	4	0	289000
504	5	CompShg	Plywood	Brk Cmn	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	147000
505	5	CompShg	Wd Sdng	Wd Sdng	BrkFace	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	124500
506	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	215000
507	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	208300
508	9	CompShg	MetalSd	MetalSd	None	3	0	GasA	0	1	SBrkr	2	6	1	4	4	0	161000
509	6	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	124500
510	7	CompShg	Wd Sdng	Wd Sdng	BrkCmn	2	4	GasA	0	1	SBrkr	3	2	2	4	4	0	164900
511	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	202665
512	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	129900
513	5	CompShg	VinylSd	VinylSd	None	3	2	GasA	4	1	SBrkr	3	6	0	4	4	0	134000
514	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	Grav	1	0	SBrkr	3	6	0	3	3	0	96500
515	5	CompShg	CemntBd	CmentBd	BrkFace	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	402861
516	6	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	158000
517	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	265000
518	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	211000
519	9	CompShg	MetalSd	MetalSd	None	2	4	GasA	0	1	SBrkr	2	6	2	4	4	0	234000
520	7	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	0	FuseA	3	6	0	5	5	0	106250
521	6	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	FuseA	3	6	2	4	4	0	150000
522	7	CompShg	CemntBd	CmentBd	None	3	2	GasA	0	1	SBrkr	3	6	2	4	4	0	159000
523	5	CompShg	CemntBd	CmentBd	Stone	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	184750
524	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	315750
525	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	176000
526	7	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	132000
527	5	CompShg	VinylSd	VinylSd	Stone	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	446261
528	7	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	SBrkr	3	6	0	5	5	0	86000
529	3	CompShg	Wd Sdng	Stone	Zero	2	4	GasA	4	1	SBrkr	3	0	2	4	4	0	200624
530	5	CompShg	HdBoard	HdBoard	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	175000
531	8	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	SBrkr	3	6	0	4	1	0	128000
532	7	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	3	4	1	4	4	0	107500
533	3	CompShg	VinylSd	VinylSd	None	1	1	GasA	1	0	FuseF	1	6	0	5	5	0	39300
534	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	178000
535	7	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	SBrkr	3	6	0	5	5	0	107500
536	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	188000
537	5	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	111250
538	5	CompShg	Plywood	Plywood	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	158000
539	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	272000
540	5	CompShg	VinylSd	VinylSd	BrkFace	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	315000
541	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	248000
542	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	0	1	4	4	0	213250
543	5	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	133000
544	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	179665
545	5	CompShg	HdBoard	HdBoard	BrkFace	2	2	GasA	2	1	SBrkr	2	6	0	4	4	0	229000
546	7	CompShg	BrkFace	Wd Sdng	None	3	4	GasA	0	1	FuseA	3	6	1	4	4	0	210000
547	7	CompShg	VinylSd	VinylSd	None	3	2	GasA	0	1	SBrkr	3	6	0	4	4	0	129500
548	7	CompShg	MetalSd	MetalSd	None	3	2	GasA	4	1	SBrkr	3	6	0	4	4	0	125000
549	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	263000
550	6	CompShg	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	140000
551	6	CompShg	BrkFace	BrkFace	None	3	4	GasA	2	1	FuseA	3	6	0	4	4	0	112500
552	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	255500
553	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	108000
554	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	284000
555	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	FuseA	3	6	1	4	4	0	113000
556	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	FuseA	3	6	1	4	4	0	141000
558	5	CompShg	HdBoard	HdBoard	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	175000
559	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	234000
560	6	CompShg	Wd Sdng	Wd Sdng	BrkFace	3	4	GasA	4	1	SBrkr	3	4	1	4	4	0	121500
561	5	CompShg	HdBoard	HdBoard	None	3	4	GasA	2	1	SBrkr	3	6	1	4	4	0	170000
562	6	CompShg	WdShing	Wd Shng	None	3	4	GasA	0	1	SBrkr	3	6	1	5	5	0	108000
563	7	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	185000
564	5	CompShg	HdBoard	HdBoard	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	268000
565	4	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	0	FuseF	1	6	0	4	4	0	128000
566	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	325000
567	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	214000
568	8	CompShg	Wd Sdng	Wd Sdng	None	2	4	GasA	0	1	SBrkr	2	3	1	2	4	0	316600
569	5	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	SBrkr	3	6	2	4	4	0	135960
570	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	142600
571	6	CompShg	WdShing	Wd Shng	BrkFace	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	120000
572	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	SBrkr	2	6	0	4	4	0	224500
573	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	170000
574	7	CompShg	MetalSd	AsphShn	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	139000
575	5	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	118500
576	7	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	2	1	SBrkr	3	6	1	4	4	0	145000
577	6	CompShg	VinylSd	VinylSd	BrkFace	3	4	GasA	0	1	SBrkr	3	6	2	4	4	0	164500
578	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	146000
579	5	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	0	0	FuseF	3	6	0	1	4	0	131500
580	6	CompShg	Wd Sdng	Wd Sdng	BrkFace	3	4	GasA	0	1	SBrkr	2	6	2	4	4	0	181900
581	5	CompShg	VinylSd	VinylSd	BrkFace	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	253293
582	5	CompShg	HdBoard	HdBoard	BrkFace	3	2	GasA	4	1	SBrkr	3	6	0	5	5	0	118500
583	9	CompShg	Wd Sdng	Wd Sdng	None	0	0	GasA	2	1	SBrkr	2	6	1	2	4	0	325000
584	7	CompShg	AsbShng	AsbShng	None	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	133000
585	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	2	4	4	0	369900
586	7	CompShg	Stucco	Wd Shng	None	3	2	GasA	0	1	SBrkr	1	6	0	4	4	0	130000
587	6	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	137000
588	8	Tar&Grv	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	SBrkr	0	6	2	4	4	0	143000
589	6	CompShg	VinylSd	VinylSd	None	3	4	GasA	4	1	FuseA	3	6	0	4	4	0	79500
590	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	185900
591	5	CompShg	CemntBd	CmentBd	Stone	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	451950
592	8	CompShg	HdBoard	HdBoard	None	3	2	GasA	0	1	SBrkr	3	6	0	4	4	0	138000
593	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	140000
594	6	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	110000
595	5	CompShg	VinylSd	Other	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	319000
596	7	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	0	FuseA	3	6	0	4	1	0	114504
597	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	194201
598	6	CompShg	Plywood	Plywood	BrkFace	3	4	GasA	0	1	SBrkr	2	6	1	4	4	0	217500
599	6	CompShg	MetalSd	MetalSd	None	3	2	GasA	4	1	SBrkr	3	6	1	4	4	0	151000
600	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	275000
601	6	CompShg	Wd Sdng	Wd Sdng	None	3	2	GasA	4	1	SBrkr	2	6	1	4	4	0	141000
602	5	CompShg	HdBoard	HdBoard	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	220000
603	5	CompShg	MetalSd	MetalSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	151000
604	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	221000
605	6	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	3	4	4	0	205000
606	5	CompShg	VinylSd	VinylSd	None	3	2	GasA	2	1	SBrkr	2	6	0	4	4	0	152000
607	8	CompShg	MetalSd	MetalSd	None	3	2	GasA	0	1	SBrkr	0	6	0	4	4	0	225000
608	6	CompShg	BrkFace	Wd Sdng	None	3	4	GasA	4	1	SBrkr	3	6	2	4	4	0	359100
609	5	CompShg	VinylSd	VinylSd	BrkCmn	3	1	GasA	2	1	SBrkr	3	6	0	4	4	0	118500
610	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	0	6	2	4	4	0	313000
611	6	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	148000
612	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	261500
613	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	3	6	0	5	5	0	147000
614	6	CompShg	CemntBd	CmentBd	None	3	4	GasA	0	1	SBrkr	3	6	0	5	5	0	75500
615	7	CompShg	MetalSd	MetalSd	BrkFace	3	2	GasA	0	1	SBrkr	2	6	0	4	4	0	137500
616	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	183200
617	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	2	1	SBrkr	2	6	0	4	4	0	105500
618	5	CompShg	CemntBd	CmentBd	BrkFace	0	4	GasA	0	1	SBrkr	2	6	1	4	4	0	314813
619	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	2	4	4	0	305000
620	3	CompShg	Stucco	Stucco	None	3	4	GasA	4	0	FuseF	3	6	0	5	5	0	67000
621	7	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	240000
622	6	CompShg	Plywood	Plywood	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	135000
623	5	CompShg	MetalSd	MetalSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	168500
624	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	SBrkr	3	3	1	4	4	0	165150
625	6	CompShg	Wd Sdng	Wd Sdng	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	160000
626	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	SBrkr	3	2	1	4	4	0	139900
627	6	CompShg	AsbShng	AsbShng	BrkFace	3	4	GasA	0	1	SBrkr	3	6	2	4	4	0	153000
628	5	CompShg	Plywood	Plywood	BrkFace	3	4	GasA	4	1	SBrkr	1	6	2	4	4	0	135000
629	5	WdShngl	Plywood	Wd Sdng	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	168500
630	6	CompShg	VinylSd	VinylSd	None	3	4	GasA	4	1	FuseA	0	6	0	1	3	0	124000
631	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	209500
632	5	CompShg	Plywood	Plywood	BrkFace	3	2	GasA	4	1	SBrkr	3	6	1	4	4	0	82500
633	7	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	139400
634	5	CompShg	Plywood	Plywood	None	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	144000
635	7	CompShg	VinylSd	VinylSd	None	1	4	GasA	0	1	FuseA	1	6	0	5	5	0	200000
636	3	CompShg	AsbShng	AsbShng	None	1	1	Grav	1	0	FuseA	1	0	1	5	5	0	60000
637	4	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	FuseA	2	6	0	4	4	0	93000
638	7	CompShg	MetalSd	Wd Sdng	None	3	4	GasA	2	1	FuseA	3	6	0	5	5	0	85000
639	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	264561
640	5	CompShg	MetalSd	MetalSd	BrkFace	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	274000
641	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	226000
642	7	CompShg	Plywood	Wd Sdng	None	2	4	GasA	2	1	SBrkr	0	6	3	4	4	0	345000
643	5	CompShg	WdShing	HdBoard	BrkFace	3	4	GasA	0	1	SBrkr	3	2	0	4	4	0	152000
644	5	CompShg	CemntBd	CmentBd	Stone	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	370878
645	5	CompShg	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	143250
646	5	CompShg	MetalSd	MetalSd	None	3	4	GasA	2	1	SBrkr	3	2	0	4	4	0	98300
647	5	CompShg	Wd Sdng	Wd Sdng	Stone	3	4	GasA	0	1	SBrkr	3	6	2	4	4	0	155000
648	5	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	155000
649	6	CompShg	CemntBd	CmentBd	None	3	4	GasA	2	1	SBrkr	3	6	0	5	5	0	84500
650	6	CompShg	CemntBd	CmentBd	Zero	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	205950
651	5	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	SBrkr	3	6	1	1	3	0	108000
652	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	191000
653	7	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	135000
654	6	CompShg	MetalSd	MetalSd	BrkFace	2	2	GasA	0	1	SBrkr	2	6	1	4	4	0	350000
655	5	CompShg	HdBoard	ImStucc	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	88000
656	7	CompShg	HdBoard	HdBoard	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	145500
657	6	CompShg	Stucco	Wd Shng	None	3	1	GasA	4	1	SBrkr	3	6	1	4	4	0	149000
658	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	97500
659	7	CompShg	MetalSd	MetalSd	None	3	2	GasA	0	1	SBrkr	3	6	0	4	4	0	167000
660	7	CompShg	Plywood	Plywood	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	197900
661	7	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	402000
662	3	CompShg	Wd Sdng	Wd Sdng	BrkFace	3	4	GasA	2	1	SBrkr	3	1	2	4	4	0	110000
663	5	CompShg	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	137500
664	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	423000
665	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	230500
666	5	Tar&Grv	Plywood	Plywood	BrkCmn	3	2	GasA	4	1	SBrkr	3	5	1	4	4	0	129000
667	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	0	1	SBrkr	2	6	1	4	4	0	193500
668	6	CompShg	CemntBd	Wd Sdng	None	3	4	GasA	2	1	SBrkr	3	3	1	4	4	0	168000
669	5	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	1	6	1	4	1	0	137500
670	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	173500
671	6	CompShg	Wd Sdng	Wd Sdng	None	3	2	GasA	4	0	SBrkr	3	6	0	4	4	0	103600
672	6	CompShg	Plywood	Plywood	None	2	4	GasA	4	1	SBrkr	3	6	1	4	4	0	165000
673	7	CompShg	CemntBd	CmentBd	BrkFace	3	4	GasA	0	1	SBrkr	2	6	2	4	4	0	257500
674	6	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	140000
675	6	CompShg	Plywood	Brk Cmn	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	148500
676	2	CompShg	AsbShng	Stucco	None	3	4	GasW	1	0	SBrkr	3	3	0	1	1	0	87000
677	8	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	1	1	0	109500
678	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	372500
679	5	CompShg	Wd Sdng	Wd Sdng	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	128500
680	5	CompShg	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	143000
681	5	CompShg	VinylSd	Stucco	None	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	159434
682	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	SBrkr	2	6	1	4	4	0	173000
683	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	285000
684	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	2	1	SBrkr	3	6	0	4	4	0	221000
685	5	CompShg	HdBoard	HdBoard	None	2	4	GasA	2	1	SBrkr	2	2	1	4	4	0	207500
686	6	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	227875
687	5	CompShg	MetalSd	MetalSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	148800
688	6	CompShg	MetalSd	MetalSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	392000
689	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	194700
690	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	141000
691	6	WdShngl	HdBoard	HdBoard	BrkFace	0	4	GasA	0	1	SBrkr	0	6	2	4	4	0	755000
692	5	CompShg	MetalSd	MetalSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	2	4	4	0	335000
693	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	108480
694	6	CompShg	Wd Sdng	Wd Sdng	None	3	1	GasA	4	1	SBrkr	3	6	0	4	4	0	141500
695	6	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	2	1	SBrkr	2	6	1	4	4	0	176000
696	7	CompShg	Wd Sdng	Wd Shng	None	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	89000
697	7	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	1	1	FuseA	3	6	0	4	4	0	123500
698	8	CompShg	MetalSd	MetalSd	None	3	2	GasA	0	1	SBrkr	3	6	1	4	4	0	138500
699	5	CompShg	MetalSd	MetalSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	196000
700	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	312500
701	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	140000
702	5	CompShg	VinylSd	VinylSd	BrkFace	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	361919
703	9	CompShg	Wd Sdng	Wd Sdng	None	3	2	GasA	2	1	SBrkr	2	6	1	4	4	0	140000
704	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	213000
705	5	CompShg	VinylSd	Wd Shng	None	1	1	GasA	1	0	SBrkr	1	4	0	5	5	0	55000
706	5	CompShg	Plywood	Plywood	Stone	3	4	GasA	4	1	SBrkr	2	6	2	4	4	0	302000
707	5	CompShg	MetalSd	MetalSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	254000
708	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	179540
709	7	CompShg	HdBoard	HdBoard	BrkCmn	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	109900
710	6	CompShg	VinylSd	VinylSd	None	2	4	GasA	2	1	SBrkr	3	1	0	5	5	0	52000
712	5	CompShg	HdBoard	HdBoard	None	2	4	GasA	2	1	SBrkr	2	6	1	4	4	0	189000
713	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasW	4	0	SBrkr	3	6	0	4	4	0	129000
714	8	CompShg	HdBoard	Plywood	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	130500
715	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	165000
716	8	CompShg	Wd Sdng	VinylSd	None	3	2	GasA	0	1	SBrkr	3	6	0	4	4	0	159500
717	6	CompShg	HdBoard	HdBoard	None	3	4	GasA	2	1	SBrkr	2	6	1	4	4	0	157000
718	5	CompShg	Wd Sdng	ImStucc	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	341000
719	6	CompShg	HdBoard	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	128500
720	5	CompShg	HdBoard	HdBoard	None	2	4	GasA	4	1	SBrkr	2	6	1	4	4	0	275000
721	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	143000
722	7	CompShg	MetalSd	MetalSd	None	3	2	GasA	0	1	SBrkr	3	6	0	4	4	0	124500
