	Neighborhood_StoneBr	Neighborhood_NoRidge	Neighborhood_NridgHt	GrLivArea	Neighborhood_Mitchel	Neighborhood_Somerst	Neighborhood_Veenker	Neighborhood_Crawfor	Condition1_RRAe	BsmtFinSF1	Neighborhood_BrDale	YearRemodAdd	YearBuilt	OverallQual	Neighborhood_NWAmes	LotArea	BldgType_Twnhs	GarageCars	WoodDeckSF	GarageType_Zero	HouseStyle_SFoyer
574	0	0	0	1109	0	0	0	0	0	349	0	2005	1971	5	0	10500	0	1	35	0	0
575	0	0	0	1216	0	0	0	0	0	442	0	1950	1947	5	0	8480	0	1	158	0	0
576	0	0	0	1477	0	0	0	0	0	0	0	1950	1928	7	0	6292	0	1	0	0	0
577	0	0	0	1320	0	0	0	0	0	328	0	1966	1966	5	0	11777	0	2	160	0	0
578	0	0	0	1392	0	1	0	0	0	0	0	2007	2007	7	0	3604	0	2	0	0	0
579	0	0	0	1795	0	0	0	0	0	0	0	1954	1954	5	0	12150	0	1	0	0	0
580	0	0	0	1429	0	0	0	0	0	594	0	1987	1960	6	0	14585	0	2	216	0	0
581	0	0	1	2042	0	0	0	0	0	0	0	2009	2008	8	0	12704	0	3	0	0	0
582	0	0	0	816	0	0	0	0	0	816	0	1990	1990	6	0	11841	0	0	0	1	1
583	0	0	0	2775	0	0	0	0	0	0	0	2000	1893	10	0	13500	0	2	105	0	0
584	0	0	0	1573	0	0	0	0	0	0	0	1995	1935	4	0	6120	0	1	0	0	0
585	0	0	0	2028	0	0	0	0	0	1460	0	2006	2005	8	0	11443	0	3	326	0	0
586	0	0	0	838	0	0	0	0	0	210	0	2000	1918	6	0	10267	0	1	0	0	0
587	0	0	0	860	0	0	0	0	0	672	0	1982	1982	5	0	8740	0	2	0	0	1
588	0	0	0	1473	0	0	0	0	0	1324	0	2003	1968	5	0	25095	0	1	0	0	0
589	0	0	0	935	0	0	0	0	0	0	0	1960	1930	5	0	9100	0	1	0	0	0
590	0	0	0	1582	0	0	0	0	0	490	0	2004	2004	7	0	8320	0	2	0	0	0
591	0	0	1	2296	0	0	0	0	0	1338	0	2008	2008	10	0	13478	0	3	382	0	0
592	0	0	0	816	1	0	0	0	0	816	0	2003	1982	5	0	6600	0	2	0	0	0
593	0	0	0	848	0	0	0	0	0	685	0	2003	2003	6	0	4435	0	2	140	0	0
594	0	0	0	924	0	0	0	0	0	0	0	1975	1975	5	0	7990	0	1	0	0	0
595	1	0	0	1826	0	0	0	0	0	1422	0	2006	2005	8	0	11302	0	3	180	0	0
596	0	0	0	1368	0	0	0	0	0	0	0	1993	1910	6	0	3600	0	1	0	0	0
597	0	0	0	1402	0	0	0	0	0	0	0	2007	2006	7	0	3922	0	3	120	0	0
598	0	0	0	1647	0	0	0	1	0	1283	0	1977	1977	5	0	12984	0	2	0	0	0
599	0	0	0	1556	0	0	0	0	0	81	0	1980	1980	6	0	1950	1	2	161	0	0
600	0	0	1	1904	0	0	0	0	0	546	0	2005	2005	8	0	10927	0	2	179	0	0
601	0	0	0	1375	0	0	0	0	0	0	0	1950	1937	6	0	9000	0	1	0	0	0
602	0	0	0	1915	0	0	0	0	0	789	0	1992	1992	8	0	10041	0	2	120	0	0
603	0	0	0	1200	0	1	0	0	0	0	0	2005	2004	7	0	3182	0	2	0	0	0
604	0	0	0	1494	0	0	0	0	0	922	0	2002	2002	7	0	12803	0	2	192	0	0
605	0	0	0	1986	0	0	0	0	0	454	0	1990	1965	7	0	13600	0	2	0	0	0
606	0	0	0	1040	0	0	0	0	0	732	0	1996	1996	5	0	12464	0	2	168	0	0
607	0	0	0	2008	0	0	0	0	0	603	0	2002	1948	5	0	7800	0	1	103	0	0
608	0	0	0	3194	0	0	0	1	0	428	0	1998	1934	8	0	12168	0	2	0	0	0
609	0	0	0	1029	0	0	0	0	0	903	0	1961	1961	4	0	7943	0	1	64	0	0
610	0	0	0	2153	0	0	0	0	0	904	0	2000	2000	9	0	11050	0	3	253	0	0
611	0	0	0	1032	0	0	0	0	0	605	0	1978	1978	6	1	10395	0	2	0	0	0
612	0	0	0	1872	0	0	0	0	0	990	0	2001	2001	8	0	11885	0	2	160	0	0
613	0	0	0	1120	1	0	0	0	0	206	0	2007	2007	5	0	8402	0	0	0	1	0
614	0	0	0	630	0	0	0	0	0	150	0	1972	1972	4	0	1491	0	0	96	1	1
615	0	0	0	1054	0	0	0	0	0	763	0	1963	1963	6	0	8800	0	2	120	0	1
616	0	0	0	1509	0	0	0	0	0	457	0	2003	2002	6	0	7861	0	2	100	0	0
617	0	0	0	832	0	0	0	0	0	0	0	1954	1954	6	0	7227	0	2	0	0	0
618	0	0	1	1828	0	0	0	0	0	48	0	2007	2007	9	0	11694	0	3	0	0	0
619	0	0	0	2262	0	0	0	0	0	871	0	2003	2003	8	0	12244	0	3	168	0	0
620	0	0	0	864	0	0	0	0	0	41	0	1950	1914	3	0	8248	0	0	0	1	0
621	0	0	0	2614	0	0	0	0	0	956	0	1997	1974	6	1	10800	0	2	38	0	0
622	0	0	0	980	0	0	0	0	0	560	0	1977	1977	5	0	7064	0	2	192	0	0
623	0	0	0	1512	0	1	0	0	0	420	0	2000	2000	6	0	2117	0	2	0	0	0
624	0	0	0	1790	0	0	0	0	0	247	0	1972	1972	6	1	10400	0	2	148	0	0
625	0	0	0	1116	0	0	0	0	0	0	0	1962	1962	6	0	10000	0	2	0	0	0
626	0	0	0	1422	0	0	0	0	0	0	0	1978	1960	5	0	12342	0	1	0	0	0
627	0	0	0	1520	0	0	0	0	0	674	0	1972	1955	6	0	9600	0	1	0	0	0
628	0	0	0	2080	0	0	0	0	0	650	0	1969	1969	5	0	11606	0	2	335	0	0
629	0	0	0	1350	0	0	0	0	0	624	0	1964	1964	6	0	9020	0	2	176	0	0
630	0	0	0	1750	0	0	0	0	0	0	0	1991	1880	5	0	9000	0	1	0	0	0
631	0	0	1	1554	0	0	0	0	0	24	0	2006	2006	8	0	4590	1	2	156	0	0
632	0	0	0	1411	0	0	0	0	0	822	0	1977	1977	7	1	11900	0	2	192	0	0
633	0	0	0	1056	0	0	0	0	0	480	0	2005	1954	5	0	9250	0	1	390	0	0
634	0	0	0	1056	0	0	0	0	0	1056	0	1980	1980	6	0	6979	0	2	264	0	1
635	0	0	0	3395	0	0	0	0	0	256	0	1995	1914	6	0	10896	0	0	0	1	0
636	0	0	0	800	0	0	0	0	0	0	0	1950	1936	2	0	6120	0	0	0	1	0
637	0	0	0	1387	0	0	0	0	0	0	0	1954	1954	5	0	6000	0	1	0	0	0
638	0	0	0	796	0	0	0	0	0	0	0	1950	1910	5	0	8777	0	0	328	1	0
639	0	0	0	1567	0	0	0	0	0	1154	0	2006	2006	8	0	3982	0	3	312	0	0
640	0	0	1	1518	0	0	0	0	0	1218	0	2004	2003	8	0	12677	0	2	185	0	0
641	0	0	0	1929	0	1	0	0	0	738	0	2001	2001	7	0	7050	0	2	0	0	0
642	0	0	0	2704	0	0	0	0	0	1410	0	1995	1972	8	0	13860	0	2	269	0	0
643	0	0	0	1620	0	0	0	0	0	493	0	1969	1969	5	1	10793	0	2	208	0	0
644	0	0	0	1766	0	1	0	0	0	1121	0	2009	2009	9	0	9187	0	3	195	0	0
645	0	0	0	981	0	0	0	0	0	282	0	1971	1971	6	0	10530	0	2	0	0	0
646	0	0	0	1048	0	0	0	0	0	0	0	1950	1950	5	0	7200	0	2	0	0	0
647	0	0	0	1094	0	0	0	0	0	500	0	1953	1953	6	0	10452	0	2	0	0	0
648	0	0	0	1839	0	0	0	0	0	0	0	1966	1966	6	0	7700	0	2	0	0	0
649	0	0	0	630	0	0	0	0	0	131	0	1970	1970	4	0	1936	1	0	0	1	1
650	0	0	0	1665	0	1	0	0	0	0	0	2007	2007	7	0	8125	0	2	0	0	0
651	0	0	0	1510	0	0	0	0	0	0	0	1950	1940	4	0	9084	0	1	120	0	0
652	0	0	0	1716	0	0	0	0	0	0	0	1996	1996	7	0	8750	0	2	0	0	0
653	0	0	0	1469	0	0	0	0	0	0	0	1995	1906	6	0	10320	0	1	57	0	0
654	0	1	0	2113	0	0	0	0	0	1696	0	1995	1995	8	0	10437	0	3	236	0	0
655	0	0	0	1092	0	0	0	0	0	0	1	1971	1971	6	0	1680	1	1	0	0	0
656	0	0	0	1053	0	0	0	0	0	806	0	2006	1959	5	0	10007	0	1	0	0	0
657	0	0	0	1502	0	0	0	1	0	0	0	2000	1931	7	0	7200	0	1	0	0	0
658	0	0	0	1458	0	0	0	0	0	0	0	1950	1948	6	0	17503	0	1	192	0	0
659	0	0	0	1486	0	0	0	0	0	637	0	1999	1964	5	0	9937	0	2	0	0	0
660	0	0	0	1935	0	0	0	0	0	0	0	1976	1976	7	1	12384	0	2	0	0	0
661	0	1	0	2448	0	0	0	0	0	1361	0	2005	1994	8	0	46589	0	3	517	0	0
662	0	0	0	1392	0	0	0	0	0	0	0	1968	1968	6	0	13560	0	2	0	0	0
663	0	0	0	1181	0	0	0	0	0	920	0	1972	1972	4	0	10012	0	2	0	0	1
664	0	0	0	2097	0	1	0	0	0	1721	0	2006	2005	8	0	20896	0	3	192	0	0
665	0	0	0	1936	0	0	0	0	0	0	0	2000	2000	8	0	11194	0	2	188	0	0
666	0	0	0	2380	0	0	0	0	0	187	0	1979	1965	6	0	18450	0	2	0	0	0
667	0	0	0	1679	0	0	0	0	0	1138	0	1998	1994	6	0	8125	0	2	224	0	0
668	0	0	0	1437	0	0	0	0	0	988	0	1987	1956	5	0	14175	0	2	304	0	0
669	0	0	0	1180	0	0	0	1	0	0	0	1950	1922	4	0	11600	0	1	0	0	0
670	0	0	0	1476	0	0	0	0	0	193	0	2005	2005	6	0	8633	0	2	100	0	0
671	0	0	0	1369	0	0	0	0	0	551	0	1950	1925	6	0	6629	0	1	147	0	0
672	0	0	0	1208	0	0	1	0	0	767	0	1977	1977	6	0	11250	0	2	198	0	0
673	0	0	0	1839	0	0	0	1	0	1186	0	2004	1957	6	0	14442	0	2	0	0	0
674	0	0	0	1136	0	0	0	0	0	892	0	1965	1965	6	0	9200	0	1	426	0	0
675	0	0	0	1441	0	0	0	0	0	311	0	1978	1978	6	0	2289	1	2	28	0	0
676	0	0	0	1774	0	0	0	0	0	0	0	1950	1900	4	0	9600	0	3	0	0	0
677	0	0	0	792	0	0	0	0	0	0	0	2006	1924	5	0	9022	0	1	316	0	0
678	1	0	0	2046	0	0	0	0	0	0	0	2008	2008	8	0	11844	0	3	322	0	0
679	0	0	0	988	0	0	0	0	0	827	0	1961	1961	5	0	9945	0	2	0	0	0
680	0	0	0	923	0	0	0	0	0	543	0	1980	1980	6	0	8012	0	1	80	0	0
681	0	0	0	1520	0	0	0	0	0	182	0	2000	1932	5	0	4500	0	1	0	0	0
682	0	0	0	1291	0	0	0	0	0	1003	0	1997	1996	6	0	2887	0	2	307	0	0
683	0	0	0	1668	0	0	0	0	0	1059	0	2002	2002	9	0	11248	0	3	257	0	0
684	0	1	0	1839	0	0	0	0	0	0	0	1998	1998	7	0	16770	0	2	0	0	0
685	1	0	0	2090	0	0	0	0	0	828	0	1984	1984	7	0	5062	0	2	219	0	0
686	0	0	0	1761	0	1	0	0	0	0	0	2007	2007	7	0	10207	0	2	144	0	0
687	0	0	0	1102	0	1	0	0	0	239	0	2004	2004	7	0	5105	0	2	0	0	0
688	1	0	0	1419	0	0	0	0	0	945	0	2007	2007	8	0	8089	0	2	140	0	0
689	0	0	1	1362	0	0	0	0	0	20	0	2006	2005	6	0	7577	0	2	192	0	0
690	0	0	0	848	0	0	0	0	0	697	0	2004	2004	6	0	4426	0	2	149	0	0
691	0	1	0	4316	0	0	0	0	0	1455	0	1995	1994	10	0	21535	0	3	382	0	0
692	0	0	0	2519	0	0	0	0	0	965	0	1990	1989	7	0	26178	0	2	320	0	0
693	0	0	0	1073	0	0	0	0	0	0	0	1968	1921	5	0	5400	0	1	0	0	0
694	0	0	0	1539	0	0	0	0	0	0	0	1950	1936	5	0	6120	0	2	112	0	0
695	0	0	0	1137	0	0	0	0	0	980	0	1987	1987	6	0	13811	0	2	125	0	0
696	0	0	0	616	0	0	0	0	0	616	0	1950	1921	5	0	6000	0	1	0	0	0
697	0	0	0	1148	0	0	0	0	0	210	0	1952	1952	5	0	6420	0	1	0	0	0
698	0	0	0	894	0	0	0	0	1	553	0	2009	1965	5	0	8450	0	1	416	0	0
699	0	0	0	1391	0	1	0	0	0	16	0	2004	2004	7	0	4282	0	2	156	0	0
700	0	0	0	1800	0	0	0	0	0	1274	0	2002	2002	8	0	14331	0	3	270	0	0
701	0	0	0	1164	0	0	0	0	0	0	0	1969	1969	7	1	9600	0	2	0	0	0
702	1	0	0	2576	0	0	0	0	0	0	0	2006	2006	8	0	12438	0	3	324	0	0
703	0	0	0	1812	0	0	0	0	0	0	0	1996	1900	5	0	7630	0	2	344	0	0
704	0	0	0	1484	0	0	0	0	0	712	0	2005	2004	7	0	8400	0	2	0	0	0
705	0	0	0	1092	0	0	0	0	0	0	0	1950	1930	4	0	5600	0	0	0	1	0
706	0	0	0	1824	0	0	0	0	0	1219	0	2002	1971	7	0	115149	0	2	380	0	0
707	0	0	1	1324	0	0	0	0	0	863	0	2006	2006	8	0	6240	0	2	192	0	0
708	0	0	0	1456	0	0	0	0	0	0	0	2007	2007	7	0	9018	0	2	100	0	0
709	0	0	0	904	0	0	0	0	0	0	0	1966	1966	5	0	7162	0	1	0	0	0
710	0	0	0	729	0	0	0	0	0	0	0	2003	1935	3	0	4130	0	0	0	1	0
712	1	0	0	1228	0	0	0	0	0	767	0	1989	1988	8	0	4671	0	2	168	0	0
713	0	0	0	960	0	0	0	0	0	789	0	1970	1970	4	0	9873	0	2	0	0	0
714	0	0	0	1479	0	0	0	0	1	533	0	2005	1976	6	0	13517	0	2	0	0	0
715	0	0	0	1350	0	0	0	0	0	0	0	1974	1974	6	1	10140	0	2	0	0	0
716	0	0	0	2554	0	0	0	0	0	0	0	1998	1890	7	0	10800	0	2	0	0	0
717	0	0	0	1178	0	0	0	0	0	1084	0	2000	1973	5	1	10000	0	2	224	0	0
718	0	1	0	2418	0	0	0	0	0	1173	0	1994	1993	7	0	10542	0	3	250	0	0
719	0	0	0	971	0	0	0	0	0	523	0	1969	1969	5	0	9920	0	1	0	0	0
720	1	0	0	1742	0	0	0	0	0	1148	0	1985	1985	8	0	6563	0	2	114	0	0
721	0	0	0	848	0	0	0	0	0	662	0	2004	2004	6	0	4426	0	2	160	0	0
722	0	0	0	864	0	0	0	0	0	191	0	1970	1970	4	0	8120	0	2	0	0	0
723	0	0	0	1470	0	0	0	0	0	0	0	1972	1954	4	0	8172	0	1	0	0	0
724	0	0	0	1698	0	0	0	0	0	1234	0	2008	2007	9	0	13286	0	3	327	0	0
725	0	0	0	864	0	0	0	0	0	375	0	1970	1970	4	0	6960	0	2	96	0	0
726	0	0	0	1680	0	0	0	1	0	808	0	2007	1988	6	0	21695	0	2	292	0	0
727	0	0	0	1232	0	0	0	0	0	724	0	2007	2007	7	0	7314	0	2	132	0	0
728	0	0	0	1776	0	0	0	0	0	0	0	1958	1958	5	0	11475	0	3	0	0	0
729	0	0	0	1208	0	0	0	0	0	152	0	1950	1925	4	0	6240	0	2	0	0	0
730	1	0	0	1616	0	0	0	0	0	1180	0	1996	1995	8	0	5389	0	2	237	0	0
731	0	0	0	1146	0	0	0	0	0	786	0	2003	2003	7	0	9590	0	2	160	0	0
732	0	0	0	2031	0	0	0	0	0	252	0	1999	1998	7	0	11404	0	2	192	0	0
733	0	0	0	1144	0	0	0	0	0	594	0	1983	1961	5	0	10000	0	1	165	0	0
734	0	0	0	948	0	0	0	0	0	0	0	1968	1968	5	0	8978	0	1	147	0	0
735	0	0	0	1768	0	0	0	0	0	390	0	1970	1914	7	0	10800	0	2	0	0	0
736	0	0	0	1040	0	0	0	0	0	0	0	1950	1950	3	0	8544	0	2	0	0	0
737	0	0	0	1801	0	0	0	0	0	0	0	2005	2005	8	0	10463	0	3	0	0	0
738	0	0	0	1200	0	0	0	0	0	1200	0	1988	1987	5	0	10800	0	0	120	1	0
739	0	0	0	1728	0	0	0	0	0	0	0	2004	2004	7	0	9313	0	2	187	0	0
740	0	0	0	1432	0	0	0	0	0	0	0	2002	1910	5	0	9600	0	2	270	0	0
741	0	0	0	912	0	0	0	0	0	832	0	1996	1961	6	0	6768	0	1	168	0	0
742	0	0	0	1349	0	0	0	0	0	0	0	2001	2000	7	0	8450	0	2	120	0	0
743	0	0	0	1464	0	0	0	0	0	444	0	1999	1963	5	0	12886	0	2	302	0	0
744	1	0	0	1337	0	0	0	0	0	733	0	1993	1993	8	0	5395	0	2	96	0	0
745	0	0	0	2715	0	0	0	0	0	575	0	1996	1976	8	1	8963	0	2	0	0	0
746	0	0	0	2256	0	0	0	0	0	300	0	2000	2000	7	0	8795	0	2	224	0	0
747	0	0	0	2640	0	0	0	0	0	0	0	2003	1880	7	0	11700	0	4	181	0	0
748	0	1	0	1720	0	0	0	0	0	919	0	1996	1996	7	0	10593	0	2	240	0	0
749	0	0	0	1529	0	0	0	0	0	0	0	1950	1945	4	0	8405	0	1	92	0	0
750	0	0	0	1140	0	0	0	0	0	0	0	2004	1910	4	0	8800	0	0	0	1	0
751	0	0	0	1320	0	0	0	0	0	0	0	2003	2003	7	0	7750	0	2	0	0	0
752	0	0	0	1494	0	0	0	0	0	1200	0	1997	1997	6	0	9236	0	2	168	0	0
753	0	0	1	2098	0	0	0	0	0	0	0	2005	2005	8	0	10240	0	3	192	0	0
754	0	0	0	1026	0	0	0	0	0	439	0	2005	1969	6	0	7930	0	2	171	0	0
755	0	0	0	1471	0	1	0	0	0	381	0	1999	1999	6	0	3230	0	2	0	0	0
756	0	0	0	1768	0	0	0	0	0	20	0	2007	2007	8	0	10769	0	2	144	0	0
757	0	0	0	1386	0	0	0	0	0	438	0	1978	1978	6	0	11616	0	2	335	0	0
758	0	0	0	1501	0	1	0	0	0	549	0	1999	1999	7	0	2280	1	2	0	0	0
759	0	1	0	2531	0	0	0	0	0	56	0	1995	1995	8	0	12257	0	3	222	0	0
760	0	0	0	864	0	0	0	0	0	612	0	1959	1959	6	0	9100	0	1	0	0	0
761	0	0	0	1301	0	0	0	0	0	405	0	1950	1924	5	0	6911	0	2	0	0	0
762	0	0	0	1547	0	1	0	0	0	24	0	2009	2009	7	0	8640	0	2	169	0	0
763	0	1	0	2365	0	0	0	0	0	1163	0	1999	1999	8	0	9430	0	3	0	0	0
764	0	0	0	1494	0	0	1	0	0	437	0	1996	1995	8	0	9549	0	2	0	0	0
765	0	0	0	1506	0	1	0	0	0	0	0	2008	2008	9	0	14587	0	2	0	0	0
766	0	0	0	1714	0	0	0	0	0	394	0	1988	1988	7	1	10421	0	2	228	0	0
767	0	0	0	1750	1	0	0	0	0	660	0	1985	1940	6	0	12508	0	1	245	0	0
768	0	0	0	1836	0	0	0	0	0	24	0	2005	2004	7	0	9100	0	2	120	0	0
769	1	0	0	3279	0	0	0	0	0	1416	0	2003	2003	8	0	53504	0	3	503	0	0
770	0	0	0	858	0	0	0	0	0	685	0	1982	1982	5	0	7252	0	2	120	0	1
771	0	0	0	1220	0	0	0	0	0	836	0	1951	1951	4	0	8877	0	2	0	0	0
772	0	0	0	1117	0	0	0	0	0	422	0	1976	1976	6	0	7819	0	2	144	0	0
773	0	0	0	912	0	0	0	0	0	456	0	1958	1958	5	0	10150	0	1	0	0	0
774	0	0	1	1973	0	0	0	0	0	0	0	2006	2006	8	0	14226	0	3	315	0	0
775	0	0	0	1204	1	0	0	0	0	866	0	1998	1998	6	0	4500	0	2	0	0	0
776	0	0	0	1614	0	0	0	0	0	20	0	2006	2005	7	0	11210	0	3	144	0	0
777	0	0	0	894	0	0	0	0	0	762	0	1974	1974	5	0	13350	0	2	241	0	0
778	0	0	0	2020	0	0	0	0	0	0	0	1977	1977	5	0	8400	0	2	0	0	0
779	0	0	0	1004	1	0	0	0	0	975	0	1977	1977	6	0	10530	0	2	0	0	1
780	0	0	0	1253	0	0	0	0	0	0	0	1996	1995	7	0	7875	0	2	220	0	0
781	0	0	0	1603	0	0	0	0	0	387	0	1992	1992	6	0	7153	0	2	0	0	0
782	0	0	0	1430	0	0	0	0	0	0	0	2002	2001	7	0	16285	0	2	0	0	0
783	0	0	0	1110	1	0	0	0	0	1097	0	1978	1978	5	0	9101	0	2	303	0	1
784	0	0	0	1484	0	0	0	0	0	0	0	2001	1914	6	0	6300	0	0	0	1	0
785	0	0	0	1342	0	0	0	0	0	251	0	1967	1967	6	1	9790	0	2	0	0	0
786	0	0	0	1652	0	0	0	0	0	686	0	1950	1915	5	0	10800	0	1	0	0	0
787	0	0	0	2084	0	0	0	0	0	656	0	2004	2004	7	0	10142	0	2	0	0	0
788	0	0	0	901	0	0	0	0	0	0	0	2000	1954	4	0	6000	0	1	0	0	0
789	0	0	0	2087	0	0	0	0	0	568	0	2007	1966	6	0	12205	0	2	133	0	0
790	0	0	0	1145	0	0	0	0	0	16	0	2006	2005	7	0	3182	0	2	100	0	0
791	0	0	0	1062	1	0	0	0	0	539	0	1976	1976	6	0	11333	0	2	120	0	0
792	0	1	0	2013	0	0	0	0	0	862	0	1997	1996	7	0	9920	0	2	180	0	0
793	0	0	0	1496	0	1	0	0	0	0	0	2007	2007	8	0	9158	0	2	168	0	0
794	0	0	0	1895	0	0	0	0	0	0	0	1996	1994	7	0	10832	0	2	143	0	0
795	0	0	0	1564	0	0	0	0	0	0	0	1981	1980	6	0	8400	0	2	0	0	0
796	0	0	0	1285	0	0	0	0	0	0	0	1977	1977	6	0	8197	0	2	138	0	0
797	0	0	0	773	0	0	0	0	0	570	0	1953	1953	5	0	7677	0	1	0	0	0
798	0	0	1	3140	0	0	0	0	0	0	0	2009	2008	9	0	13518	0	3	144	0	0
799	0	0	0	1768	0	0	0	0	0	569	0	1950	1937	5	0	7200	0	1	0	0	0
800	0	0	0	1688	0	0	0	0	0	462	0	1997	1997	6	0	12798	0	2	403	0	0
801	0	0	0	1196	0	0	0	0	0	197	0	1990	1916	4	0	4800	0	2	0	0	0
802	0	0	0	1456	0	0	0	0	0	648	0	2005	2005	7	0	8199	0	2	36	0	0
803	0	0	1	2822	0	0	0	0	0	0	0	2009	2008	9	0	13891	0	3	52	0	0
804	0	0	0	1128	0	0	0	0	0	812	0	1954	1954	5	0	9000	0	1	0	0	0
805	0	0	0	1428	0	1	0	0	0	0	0	2008	2008	7	0	12274	0	2	0	0	0
806	0	0	0	980	0	0	0	0	0	400	0	1967	1967	5	0	9750	0	1	68	0	0
807	0	0	0	1576	0	0	0	0	0	1309	0	2004	1923	5	0	21384	0	2	0	0	0
808	0	0	0	1086	0	0	0	0	0	516	0	1966	1966	5	0	13400	0	2	0	0	0
809	0	0	0	2138	0	0	0	0	0	0	0	1965	1898	5	0	8100	0	2	40	0	0
810	0	0	0	1309	0	0	0	0	0	663	0	1999	1974	6	1	10140	0	2	265	0	0
811	0	0	0	848	0	0	0	0	0	662	0	2004	2004	6	0	4438	0	2	140	0	0
813	0	0	0	1442	0	0	0	0	0	608	0	1958	1958	6	0	9750	0	1	0	0	0
814	0	0	0	1250	0	0	0	0	0	0	0	1950	1918	5	0	8248	0	1	207	0	0
815	0	0	0	1661	0	0	0	0	0	0	0	1998	1998	7	0	12137	0	2	0	0	0
816	0	0	0	1008	0	0	0	0	0	486	0	1954	1954	5	0	11425	0	1	0	0	0
817	0	0	0	1689	1	0	0	0	0	1218	0	2002	2002	8	0	13265	0	3	150	0	0
818	0	0	0	1052	0	0	0	0	0	504	0	1971	1971	6	0	8816	0	2	0	0	0
819	0	0	1	1358	0	0	0	0	0	733	0	2010	2009	7	0	6371	0	2	192	0	0
820	0	0	0	1640	0	0	0	0	0	0	0	2003	2003	7	0	7226	0	2	0	0	0
821	0	0	0	936	0	0	0	0	0	0	0	1953	1953	4	0	6000	0	2	0	0	0
822	0	0	0	1733	0	0	0	0	0	0	0	2003	2003	7	0	12394	0	2	100	0	0
823	0	0	0	1489	0	0	0	0	0	0	0	1950	1940	6	0	9900	0	1	335	0	0
824	0	0	0	1489	0	1	0	0	0	0	0	2006	2006	8	0	11216	0	2	0	0	0
825	0	0	1	2084	0	0	0	0	0	1636	0	2008	2007	10	0	14803	0	3	188	0	0
826	0	0	0	784	0	0	0	0	0	784	0	1950	1924	5	0	6130	0	0	0	1	0
827	0	0	0	1434	0	0	0	0	0	20	0	2001	2001	7	0	8529	0	2	290	0	0
828	0	0	0	2126	0	0	0	0	0	249	0	1967	1967	5	0	28698	0	2	486	0	0
829	0	0	0	1223	0	1	0	0	0	0	0	2005	2005	7	0	2544	1	2	0	0	0
830	0	0	0	1392	0	0	0	0	0	1040	0	1957	1957	6	0	11900	0	2	0	0	0
831	0	0	0	1200	0	1	0	0	0	0	0	2005	2005	7	0	3180	0	2	0	0	0
832	0	0	0	1829	0	0	0	0	0	483	0	2003	2003	7	0	9548	0	2	192	0	0
833	0	0	0	1516	0	0	0	0	0	196	0	1964	1964	6	0	10004	0	2	0	0	0
834	0	0	0	1144	0	0	0	0	0	572	0	1961	1961	5	0	7875	0	2	0	0	0
835	0	0	0	1067	0	0	0	0	0	442	0	1995	1950	4	0	9600	0	2	290	0	0
836	0	0	0	1559	0	0	0	0	0	338	0	1973	1948	5	0	8100	0	2	0	0	0
837	0	0	0	987	0	0	0	0	0	330	1	1973	1973	6	0	1680	1	1	0	0	0
838	0	0	0	1099	0	0	0	0	0	0	0	2006	1995	5	0	9525	0	1	278	0	0
839	0	0	0	1200	0	0	0	0	0	352	0	1995	1946	5	0	11767	0	1	0	0	0
840	0	0	0	1482	0	0	0	0	0	156	0	1950	1925	6	0	12155	0	1	0	0	0
841	0	0	0	1539	0	0	0	0	0	0	0	2002	1904	5	0	10440	0	2	70	0	0
842	0	0	0	1165	0	0	0	0	0	312	0	1966	1966	6	0	9020	0	2	0	0	0
843	0	0	0	1800	0	0	0	0	0	0	0	1961	1961	5	0	8000	0	0	0	1	0
844	0	0	0	1416	0	0	0	0	0	0	0	1950	1915	5	0	12665	0	3	418	0	0
845	0	0	0	1701	0	0	0	0	1	1390	0	1981	1975	5	0	16647	0	2	0	0	1
846	0	0	0	1775	0	0	0	0	0	513	0	1993	1993	7	0	9317	0	2	234	0	0
847	0	0	0	864	0	0	0	0	0	460	0	1972	1972	5	0	15523	0	1	0	0	0
848	0	0	0	2358	0	0	0	0	0	0	0	1997	1908	6	0	45600	0	2	486	0	0
849	0	0	0	1855	0	0	1	0	0	0	0	1994	1976	6	0	9600	0	2	113	0	0
850	0	0	0	848	0	0	0	0	0	659	0	2003	2003	6	0	4435	0	2	140	0	0
851	0	0	0	1456	0	0	0	0	0	0	0	2003	2003	8	0	3196	0	2	143	0	0
852	0	0	0	1646	0	0	0	1	0	364	0	1950	1941	7	0	7128	0	1	0	0	0
853	0	0	0	1445	0	0	0	0	0	564	0	1964	1964	6	0	12095	0	2	180	0	0
854	0	0	0	1779	0	0	0	0	0	306	0	1974	1955	5	0	17920	0	2	0	0	0
855	0	0	0	1040	0	0	0	0	0	659	0	2010	1962	5	0	6897	0	1	0	0	0
856	0	0	0	1026	0	0	0	0	0	505	0	1978	1978	6	0	10970	0	2	0	0	0
857	0	0	0	1481	0	0	0	0	0	0	0	1995	1994	6	0	8125	0	2	0	0	0
858	0	0	0	1370	0	0	0	0	0	0	0	1976	1976	7	1	10400	0	2	0	0	0
859	0	0	0	2654	0	0	0	0	0	619	0	1984	1968	6	1	11029	0	2	0	0	0
860	0	0	0	1426	0	0	0	1	0	0	0	1998	1918	7	0	7642	0	1	0	0	0
861	0	0	0	1039	0	0	0	0	0	841	0	1965	1965	5	0	11625	0	2	0	0	0
862	0	0	0	1097	0	0	0	0	0	338	0	1985	1984	6	0	9672	0	2	0	0	0
